noticeIdentifier,noticeVersion,organisationName,organisationIdentifier,organisationCity,organisationPostCode,organisationCountrySubdivision,organisationCountryCode,organisationInternetAddress,organisationNaturalPerson,organisationRole,buyerProfileURL,buyerLegalType,buyerContractingEntity,winnerSize,winnerOwnerNationality,winnerListed
ca2e50e4-eaed-4357-aa20-0498fe577ad3,1,Ritter Starkstromtechnik Berlin GmbH & Co. KG,DE187396722,Berlin,12681,DE300,DEU,,,winner,,,,small,DEU,
3546729b-8af4-49d1-b6f0-f380bcaeaa49,1,"HTI Hoch-, Tief- und Industriebau GmbH",DE 151 883 379,Greußen/Thüringen,99718,DEG0A,DEU,,,winner,,,,large,DEU,
daf4283e-e510-4362-8403-900c0702cc75,1,BDG Bedachungen Berlin GmbH,DE215792912,Berlin,14167,DE300,DEU,,,winner,,,,small,DEU,
534f5c71-d764-4f5f-b454-2c601b6282b4,1,Güther Sanitär GmbH,Ust.-ID-Nr.: DE812134166,Feuchtwangen,91555,DE256,DEU,,FALSE,winner,,,,medium,,FALSE
d158085d-f1e6-480e-9461-a22ff6c6553a,1,Lackmann Baugesellschaft mbH,DE211922282,Panzweiler,56865,DEB1C,DEU,,,winner,,,,small,,
4a955250-7453-4071-82be-ee14cbb3572f,1,Jaeger Ausbau GmbH + Co KG,USt.-ID-Nr.: DE 814507275,Dettelbach,97337,DE268,DEU,,FALSE,winner,,,,medium,DEU,FALSE
2e137c50-112a-4f33-8735-6197ad363195,1,HERLE + HERRLE,DE130780376,Neuburg an der Donau,86633,DE21I,DEU,,,winner,,,,medium,DEU,
25ef99ed-0b9a-4a12-aa02-f2c59a176e47,1,Mathias Hering Haustechnik,DE189747348,Leingarten,74211,DE118,DEU,,,winner,,,,medium,DEU,
10a9accf-6a09-4821-9c5c-780bf64f6733,1,Pro-Tech InServ GmbH,DE344236804,Heilbronn,74080,DE117,DEU,,,winner,,,,micro,,
1690b00f-d24e-42f8-9ddb-e4d087a08bc1,1,Hans Schröder GmbH,DE 180880543,Gettorf,24214,DEF0B,DEU,,,winner,,,,small,DEU,
0e794e4b-5a24-493a-b95b-77727560c1d1,1,LEONHARD WEISS GmbH & Co. KG,DE145554519,Göppingen,73037,DE114,DEU,,,winner,,,,large,DEU,
b59cc426-21c5-4227-b1d7-f220597d82e3,1,boy | Strategie und Kommunikation GmbH,DE262429877,Kiel,24103,DEF02,DEU,,,winner,,,,small,DEU,
f8574938-1eac-4a5b-8288-0d646f06bc5b,1,fortuna Sportgeräte GmbH,DE310831156,Gehlert,57627,DEB1B,DEU,,,winner,,,,medium,DEU,
8d761cbc-ce76-4608-8bd2-01fde70f1133,1,Zimmerei Hecht,DE358316427,Tirschenreuth,95643,DE23A,DEU,,,winner,,,,medium,DEU,
cd74f508-ef8b-4e69-812e-d81df3343c12,1,Remigius Schneider GmbH,DE 128797828,Waltenhofen,87448,DE27E,DEU,,,winner,,,,small,DEU,
3768f128-2bc2-4fa2-b35f-95ae0e2e28a2,1,Peter Seidel,DE200151740,Ulm,89077,DE144,DEU,,,winner,,,,micro,DEU,
3768f128-2bc2-4fa2-b35f-95ae0e2e28a2,1,Matyasi Lajos,DE341789605,Ichenhausen,89335,DE278,DEU,,,winner,,,,micro,DEU,
3768f128-2bc2-4fa2-b35f-95ae0e2e28a2,1,Agrar Dienstleistungsgesellschaft mbH,DE177731544,Langenau,89129,DE145,DEU,,,winner,,,,small,DEU,
049f3d44-6daa-4fa3-b780-e49ea77bb8b6,1,Hitzler Ingenieure GmbH & Co. KG,DE 185719214,München,80807,DE212,DEU,,,winner,,,,medium,DEU,
ea0ff707-2895-4b9b-b22c-cfa6ebee8b55,1,CDM Smith SE,DE814963072,Bochum,44793,DEA51,DEU,,,winner,,,,large,DEU,
9698e0fc-9abc-41ee-9504-2fc3348cc476,1,Heinrich Schmid GmbH & Co. KG,DE226596212,Rosenheim,83026,DE213,DEU,,,winner,,,,medium,DEU,
d33beaa2-4604-4017-af71-427ab4d752d0,1,REFA Dachbau GmbH,DE217048325,Freiberg am Neckar,71691,DE115,DEU,,,winner,,,,medium,DEU,
02b795e9-7bf6-48a2-8887-3676fa707b77,1,Ludwig Rieder GmbH & Co. KG,DE295936701,Bayerbach,84092,DE227,DEU,,,winner,,,,,,
ce279cdc-8a51-4013-8f97-ee946b2fc28a,1,Stögmüller GmbH,DE811948059,Eichendorf,94428,DE22C,DEU,,,winner,,,,medium,DEU,
6095c2e5-37a9-40f0-8df1-3b4174f67808,1,CL MAP GmbH,USt-IdNr:DE222152593,München,80339,DE212,DEU,https://www.clmap.de,,winner,,,,,,
787a4dc2-bcb3-4af6-93c5-4f93529fe79e,1,Björnsen Beratende Ingenieure GmbH,DE148723803,Koblenz,56070,DEB11,DEU,,,winner,,,,,,
b6650443-5ae4-4f3b-a3dd-1bdccdca0740,1,Ing.-Büro für technische Gebäudeausrüstung Koller PartGmbB - Beratende Ingenieure,USt.-ID: DE321270371,Salmtal,54528,DEB22,DEU,https://www.haustechnik-koller.de/,,winner,,,,micro,,
f9927db6-9708-4642-968c-ce9ef1fcaec7,1,imKONTEXT.berlin GmbH,DE 314890854,Berlin,10997,DE300,DEU,,,winner,,,,small,DEU,
f9927db6-9708-4642-968c-ce9ef1fcaec7,1,Therese Strohe Michael Ullrich Architeken PartGmbB,DE278798413,Berlin,10781,DE300,DEU,,,winner,,,,micro,DEU,
10f8d66c-3944-4134-9ec8-5c4bf25ae80c,1,dvt Consulting GmbH,DE06084959900,Schmitten,61389,DE718,DEU,,,winner,,,,small,,
1fa789a0-0bb8-40b0-8283-9e08585fae3f,1,Ingenieurgesellschaft Dr. Siekmann + Partner mbH,USt-IdNr.: DE163799158,Thür,56743,DEB17,DEU,https://www.siekmann-ingenieure.de/,,winner,,,,small,,
1e90613a-3735-48ec-8193-4ebf908bfd4c,1,GPlant GmbH Ingenieurgesellschaft,DE283001862,Berlin,13599,DE300,DEU,,,winner,,,,medium,DEU,
1e90613a-3735-48ec-8193-4ebf908bfd4c,1,ibn Ingenieurbüro R. Niehenker,DE183868059,Berlin,10115,DE300,DEU,,,winner,,,,small,DEU,
6e52a99d-5fe8-4287-9b5d-1122f8e73191,1,Genius Ingenieurbüro IT GmbH,DE263665498,Berlin,10318,DE300,DEU,,,winner,,,,small,DEU,
6e52a99d-5fe8-4287-9b5d-1122f8e73191,1,PEZ mbH,DE272721676,Berlin,12247,DE300,DEU,,,winner,,,,small,DEU,
69449e8c-55fd-4dc9-b4b4-bd852ff5604d,1,AFFT GmbH,DE113061842,Vacha-Oberzella,36404,DEG0P,DEU,,,winner,,,,small,,FALSE
c4cb5e88-6e18-4236-8a4f-1cc5f067731d,1,Ramsauer Haustechnik GmbH,DE133534778,Roth,91154,DE25B,DEU,,FALSE,winner,,,,micro,,
833ee570-ea3a-4a06-ba80-da48e986ccc8,1,B & O Bau und Gebäudetechnik GmbH & Co. KG,DE214852902,Berlin,13086,DE300,DEU,,,winner,,,,large,DEU,
787c2078-d82d-4903-bd27-f6b79a88100b,1,Metallbau-Kettner GmbH,DE 162136473,Stäbelow,18198,DE80K,DEU,,,winner,,,,medium,DEU,
f29be8ef-6c73-4e81-98af-dc868d2012fd,1,Neuhaus Bauunternehmen GmbH & Co. KG,DE 2979 53412,Neustrelitz,17235,DE80J,DEU,,,winner,,,,medium,DEU,
47eb5980-c31c-4137-ab00-0b1cbe6b45e2,1,Cornelsen Verlag GmbH,Umsatzsteuer-ID-Nr. DE143872392/ILN: 4032357000002,Berlin,14197,DE300,DEU,www.cornelsen.de,FALSE,winner,,,,large,,FALSE
bfb663e1-449e-4614-a70d-f0a51fb9221e,1,MTG-Kommunikations- Technik GmbH,DE141500033,München,81825,DE212,DEU,,,winner,,,,small,,
8f25eb13-82eb-4a41-9512-0ae8b3385ddb,1,Raith Architekten GmbH,DE226883590,Kelheim,93309,DE226,DEU,,,winner,,,,,,
4d44db21-f0f7-453f-b3c6-73e48295968f,1,Josef Schindlbeck,DE127809503,Marklkofen,84163,DE22C,DEU,,,winner,,,,small,DEU,
85394c27-2635-4a28-b901-ae18a604e075,1,European Homecare GmbH,DE 156559849,Essen,45136,DEA13,DEU,,,winner,,,,large,DEU,
385959fa-6473-467a-bee7-6f6c076e8d56,1,LEIK GmbH,DE362805754,Filderstadt,70794,DE113,DEU,,,winner,,,,medium,DEU,
762fb705-a2db-4ce3-8151-e3fec2080cf9,1,Kannewischer Ingenieurgesellschaft mbH,DE211502150,Baden-Baden,76530,DE121,DEU,www.kannewischer.com,,winner,,,,small,,
762fb705-a2db-4ce3-8151-e3fec2080cf9,1,Schüßler-Plan Ingenieurgesellschaft MbH,DE121307719,Düsseldorf,40237,DEA11,DEU,www.schuessler-plan.de,,winner,,,,small,,
ee6e754f-0faa-4462-bd06-0050bd3ef48d,1,Söll Gerüstbau GmbH,DE814060619,Neusäss,86356,DE276,DEU,,,winner,,,,medium,DEU,
41d90613-ccc1-408b-b0dd-8e589e8a3122,1,EMR Elektromontagen Rostock GmbH,DE289293441,Rostock,18069,DE803,DEU,,,winner,,,,medium,DEU,
78a366f8-2292-421a-9360-5291fb15581e,1,Baumpflege Thierfelder,DE301916072,Tannheim,88459,DE146,DEU,,,winner,,,,micro,DEU,
ad65e424-fb43-4062-aaee-8b3d5bdb8b9a,1,Zendler Gebäudereinigung GmbH,DE214613709,Stuttgart,70327,DE111,DEU,,,winner,,,,medium,DEU,
90affcb2-cff4-4afe-a626-4639931c5a4f,1,EFA Elektro- und Kommunikationstechnik,DE269903826,Berlin,13629,DE300,DEU,,,winner,,,,small,DEU,
1e24f288-ee3f-48d1-a143-3e531ad56fba,1,Flb Freianlagenbau GmbH,DED2601V,München,81677,DE212,DEU,,,winner,,,,medium,DEU,
58e22b24-4b52-468c-a0b0-fd5a9e2a2877,1,GTA GmbH & Co. KG,DE205323709,Lüssow,18276,DE80K,DEU,,,winner,,,,medium,DEU,
67b08e61-9cd9-4c4d-a9b4-8b2672d88971,1,Gantner Electronic GmbH,DE178728720,Bochum,44809,DEA51,DEU,,,winner,,,,medium,,
01047fd9-caee-4abd-a8b2-0b28352762b4,1,Willerbach GmbH & Co.KG,UStID DE283634041,Nordhausen,99734,DEG07,DEU,,FALSE,winner,,,,medium,,FALSE
8cf036de-2bf0-4608-bba1-47d45c87afa7,1,Luka  H. Weisheit GmbH & Co. KG,DE129999342,München,81477,DE212,DEU,,,winner,,,,medium,DEU,
24d1f028-a3c5-423d-a2cf-66dfa00a7176,1,Dach Schneider Weimar GmbH,DE169192951,Umpferstedt,99441,DEG0G,DEU,,,winner,,,,medium,,
903c435b-ec41-42c9-a84b-3d98b67df5e2,1,Lehner Gerüsttechnik GmbH,USt-IdNr:DE304005063,Regensburg,93055,DE232,DEU,https://www.lehneronline.de,,winner,,,,,,
83216f03-420b-49c4-b4ef-32911518f1fe,1,Silentas GmbH,DE813870730,Berlin,13053,DE300,DEU,,,winner,,,,small,DEU,
588462ad-967a-4e73-a999-5713687b85af,1,Rieser Aufzugbau GmbH,DE812077071,Nördlingen,86720,DE27D,DEU,,,winner,,,,medium,DEU,
5da31bc0-e86b-4cfc-aa31-a1c351fdee15,1,"Högner beraten, planen,",DE228046798,Neuendettelsau,91564,DE256,DEU,,,winner,,,,medium,DEU,
f1a5e205-4c4a-47fc-92cf-054d241c7b3f,1,Lampersberger GmbH,DE 241510374,Chieming,83339,DE21M,DEU,,,winner,,,,medium,DEU,
f1a5e205-4c4a-47fc-92cf-054d241c7b3f,1,"Kurt Motz Baubetriebsgesellschaft Hoch-,",DE 815622820,Illertissen,89257,DE279,DEU,,,winner,,,,medium,DEU,
04c44cbc-acda-4726-a40c-784377e200be,1,"Busunternehmen Buhl
Buhl Dienstleistungen",DE 267 878 752,Dörrmoschel,67806,DEB3G,DEU,,FALSE,winner,,,,micro,DEU,FALSE
04c44cbc-acda-4726-a40c-784377e200be,1,Yellow Cab Ramstein,DE84 5405 1550 0000 0047 34,Ramstein,66877,DEB3F,DEU,,FALSE,winner,,,,micro,DEU,FALSE
04c44cbc-acda-4726-a40c-784377e200be,1,Taxi Klauk,DE84 5405 1550 0000 0047 37,Kusel,66869,DEB3G,DEU,,FALSE,winner,,,,micro,DEU,FALSE
04c44cbc-acda-4726-a40c-784377e200be,1,DRK Kreisverband Kusel e.V.,DE84 5405 1550 0000 0047 40,Kusel,66869,DEB3G,DEU,,FALSE,winner,,,,micro,DEU,FALSE
04c44cbc-acda-4726-a40c-784377e200be,1,Taxibetrieb Bessler,DE84 5405 1550 0000 0047 50,Kottenweiler-Schwanden,66879,DEB3G,DEU,,FALSE,winner,,,,micro,DEU,FALSE
eaccc837-f543-47c5-9320-fd6bacf0da85,1,Hitzler Ingenieure GmbH & Co. KG mit GFK Ingenieure,DE3628511088,Bremen,282217,DE501,DEU,www.hitzler-ingenieure.de,FALSE,winner,,,,large,DEU,FALSE
69d9386e-f077-4405-9485-c1fcf0a7aca3,1,SAL Landschaftsarchitektur GmbH,DE215735752,Münster,48155,DEA33,DEU,www.sal-landschaftsarchitektur.de,FALSE,winner,,,,small,DEU,FALSE
410321a5-b491-40c9-9ad5-a89a2a9b110b,1,Bogenschütz Entsorgung und Recycling GmbH,USt-IdNr: DE299454522,Grosselfingen,72415,DE143,DEU,,,winner,,,,medium,,
f9b9dabc-e0ed-4057-9c05-5cb182227cfd,1,GSB Gerüstbau GmbH,DE25 70 13 307,Bobenheim-Roxheim,67240,DEB3I,DEU,,,winner,,,,large,DEU,FALSE
035d23fe-8b5e-406b-a2fd-6d6a52df0458,1,Kersken + Kirchner GmbH,DE 811578970,München,81679,DE212,DEU,,,winner,,,,small,DEU,
c4f85421-460d-46fb-9423-7f3103d70adf,1,Gerd Löcher GmbH,USt.-ID-Nr.: DE162192684,Wuppertal,42281,DEA1A,DEU,,FALSE,winner,,,,small,DEU,FALSE
60a67c6c-f06e-4eec-bd8a-d8179930c77b,1,JS-Malerbetrieb,DE314446933,Nürnberg,90441,DE254,DEU,,,winner,,,,small,DEU,
cee78fe4-8d2f-442e-9226-e3e80f41e245,1,Henne Nutzfahrzeuge GmbH,DE173770391,Heimstetten,85551,DE21H,DEU,,,winner,,,,medium,DEU,
65973a27-ee29-4a83-9c6d-b803decc5f32,1,Mieterberatung Prenzlauer Berg,DE170283336,Berlin,10437,DE300,DEU,,FALSE,winner,,,,small,DEU,
c984fa66-2a15-475e-bf8c-18e4d6d720b0,1,Seelennahrung GmbH,DE356208366,Kirchdorf an der Iller,88457,DE146,DEU,,,winner,,,,medium,DEU,
065acf20-a37c-489a-b7ae-b5de59753b77,1,Autohaus Platzer GmbH,DE813552411,Regensburg,93055,DE232,DEU,,,winner,,,,medium,DEU,
065acf20-a37c-489a-b7ae-b5de59753b77,1,Auto-Fiegl GmbH,DE131935300,Schwabach,91126,DE255,DEU,,,winner,,,,medium,DEU,
065acf20-a37c-489a-b7ae-b5de59753b77,1,Italia Automobile Dünnes GmbH,DE328564917,Regensburg,93059,DE232,DEU,,,winner,,,,medium,DEU,
065acf20-a37c-489a-b7ae-b5de59753b77,1,Häusler Automobil GmbH & Co. KG,DE813519707,München,80339,DE212,DEU,,,winner,,,,medium,DEU,
aac3bead-764e-4b23-9140-322ec4d708a0,1,Viada GmbH & Co. KG,USt-ID: DE 247187573,Dortmund,44269,DEA52,DEU,,,winner,,,,small,,FALSE
8c127938-c958-4600-8f14-3ab3118ddd3f,1,Hako GmbH,DE812558589,Sehnde,31319,DE929,DEU,,,winner,,,,large,DEU,
d8245bde-974c-4aa0-ba50-76f6e426d540,1,ATP Frankfurt Planungs GmbH,DE814076114,Frankfurt am Main,60327,DE712,DEU,,FALSE,winner,,,,medium,,
c295ed2c-9e33-4421-9e8c-c38cac51df1d,1,Mardini GmbH,DE 3247 66190,Berlin,10823,DE300,DEU,,,winner,,,,small,DEU,
c665cc00-ffa5-4381-aa9c-8e052defdc5b,1,Schuster & Sohn KG,DE148632917,Trier,54293,DEB21,DEU,,,winner,,,,medium,,FALSE
80f95a71-1756-49dc-b699-d0a7934df5aa,1,Eike Gerd Seidenstücker - Strassen- und Tiefbau,DE351945189,Kefferhausen,37351,DEG06,DEU,http://seidenstuecker-stb.com/,,winner,,,,small,DEU,
7e922435-fb1a-4706-989d-4363b8ee983e,1,GSM Sella GmbH,DE315438325,Schlüsselfeld,96132,DE245,DEU,,,winner,,,,medium,DEU,
88dcd071-3f40-42b9-a6b1-6e7875a2e394,1,OTTO DÖRNER Entsorgung GmbH,DE178508202,Hamburg,22525,DE600,DEU,,,winner,,,,medium,DEU,
8fd31f7b-0b19-42e4-9e80-c689aa32c40d,1,Götz-Gebäudemanagement Süd GmbH,EUID DED3410V.HRB7591,Regensburg,93057,DE232,DEU,,,winner,,,,large,DEU,FALSE
8fd31f7b-0b19-42e4-9e80-c689aa32c40d,1,Wackler Service Group GmbH & Co. KG,EUID DED2601V.HRA9210,München,81829,DE212,DEU,,,winner,,,,large,DEU,FALSE
d358ba9d-2e09-430b-b517-6903652f6124,1,Diaplan Innenausbau Gesmbh,DE179361562,Freilassing,83395,DE215,DEU,,,winner,,,,small,AUT,
79cb0f2a-7246-438a-9264-b90945d1ab6b,1,Weikl Automatisierungstechnik GmbH,DE302152155,Bodenmais,94249,DE229,DEU,,,winner,,,,small,DEU,
fd80bd89-bdb5-43e1-9134-6cabfd67917d,1,Framhamer GmbH & Co. KG,DE127332819,Pöttmes,86554,DE275,DEU,,,winner,,,,medium,DEU,
2aecb503-efb8-41c1-bd77-654bd083a11c,1,"Braha GmbH
",DE134182276,Gauting,82131,DE21L,DEU,,,winner,,,,small,DEU,
9c3ce163-2d99-4540-94b4-6151aebd4d61,1,Braha GmbH,DE340815405,Gauting,82131,DE21L,DEU,,,winner,,,,small,DEU,
0d527f33-1e59-47b6-8c69-b121bc8d3b1f,1,assmann münster GmbH,DE124727174,Münster,48149,DEA33,DEU,,,winner,,,,medium,,FALSE
bbf9913a-e1a8-4eda-8ec7-99d3feffa0fd,1,SICO Ausbau & Fassade GmbH,DE296076849,Waiblingen,71336,DE116,DEU,https://sico-bau.de/,,winner,,,,medium,,
41a82c28-668b-4f26-b94e-86a978f0c8ec,1,Anton Schick GmbH,DE244459397,Bad Kissingen,97688,DE265,DEU,,,winner,,,,large,DEU,
3abe469b-8c1c-4fdb-9989-115a7db0b8ba,1,Elektro Romantschak GmbH & Co.KG,DE252911262,Kranzberg,85402,DE21B,DEU,,,winner,,,,medium,DEU,
69851f8b-e6ab-4561-a440-d4b71f6b62b3,1,Oxford Instruments GmbH,UStID. DE 113869215,Wiesbaden,65205,DE714,DEU,www.oxinst.com,FALSE,winner,,,,medium,,
2dc6d320-8c97-42fc-8fe0-c2fbd14398a5,1,Palfinger GmbH,DE131561002,Ainring,83404,DE215,DEU,,,winner,,,,medium,DEU,
c280e331-12a1-4e9c-84cc-2d41412f1d66,1,TWB Tief- und Wasserbau GmbH,DE226380171,Lübbenau/Spreewald,3222,DE40B,DEU,,,winner,,,,,,
fc458a58-e303-493d-8b47-ed5d5135cf0d,1,Frequentis Deutschland GmbH,DE154335662,Langen,63225,DE71C,DEU,,,winner,,,,medium,DEU,
5d1aafd5-1576-40bb-8e55-8452a7bc5d57,1,KTO engineering GmbH & Co. KG,DE 34 833 6307,Bad Grönenbach,87730,DE27C,DEU,,,winner,,,,medium,DEU,
340f35eb-1210-4169-8ab4-6d1c80d7d36c,1,Heinz Bein Malereibetrieb GmbH & Co. KG,DE136657047,Berlin,13467,DE300,DEU,,,winner,,,,small,,FALSE
bae639b2-595e-4297-84a1-91b82b0003ac,1,Karl Roth Baumeister GmbH & Co. KG,DE134213895,Wunsiedel,95632,DE24D,DEU,,,winner,,,,medium,DEU,
82b5afd1-4f82-4bcb-ad71-3447524af7e8,1,Gärtner Elektrotechnik GmbH,DE286771111,Kiel,24143,DEF02,DEU,,,winner,,,,medium,DEU,
60b4d94e-0b73-403f-a87c-ace3aac89ec5,1,Preuße & Rätsch GmbH,DE210720873,Weimar,99425,DEG05,DEU,,,winner,,,,medium,DEU,
391425a1-be4c-4a86-a7e5-879dec2da249,1,Planungsgesellschaft Dittrich mbH,DE129438976,München,80636,DE212,DEU,,,winner,,,,medium,DEU,
6af99f24-46e2-492d-8efe-36a5de5f885c,1,Pletschacher Holzbau GmbH,DE 127 494 690,Dasing,86453,DE275,DEU,,,winner,,,,medium,DEU,
5d35f9d2-01cf-4c6c-b01b-8e679efcd799,1,Malerbetrieb Krüger,DE 243 191 651,Neustrelitz,17235,DE80J,DEU,,,winner,,,,medium,DEU,
8a01d7ad-8553-4766-8987-003dea431f4b,1,Stadtbauplan GmbH,DE 111 663 048,Darmstadt,64283,DE711,DEU,,,winner,,,,medium,DEU,
58a98bda-c363-4e32-9baa-01547e90b6db,1,Schernthaner GmbH,DE 169257096,Neuried,82061,DE21H,DEU,,,winner,,,,large,DEU,
aaf27dc1-a3f7-4092-afed-1dffc16726ca,1,Gelsenwasser Energiene†ze GmbH,DE251719835,Gelsenkirchen,45891,DEA32,DEU,,,winner,,,,large,,
58a4c874-fe08-4aa4-9305-0213369eb610,1,Thermo Fisher Diagnostics GmbH,DE815702774,Hennigsdorf,16761,DE40A,DEU,,,winner,,,,large,DEU,
cac2daed-ede4-4f49-a362-d4d9fc0ecab1,1,Greenman Service GmbH,DE311872278,Cottbus,3044,DE402,DEU,,,winner,,,,small,DEU,FALSE
cac2daed-ede4-4f49-a362-d4d9fc0ecab1,1,Glas- und Industriereinigung Zimmermann GmbH & Co. KG,DE214208367,Luckau,15926,DE406,DEU,,,winner,,,,small,DEU,FALSE
a707b6d9-3024-4cde-ade1-b09aa4cef24b,1,Saale Böden GmbH,DE344258122,Uhlstaedt-Kirchhasel,7407,DEG0I,DEU,,,winner,,,,medium,DEU,
aeb61347-2566-4ae3-b026-4c9d8112bd93,1,Minddistrict GmbH,DE281781620,Berlin,10117,DE300,DEU,https://www.minddistrict.com/de-de,,winner,,,,medium,,
081dc199-20ed-4770-9a1e-deb89542244e,1,epcan GmbH,DE263116272,Vreden,48691,DEA34,DEU,,FALSE,winner,,,,small,,FALSE
429e899b-35bd-42f0-af5b-7283dc27bc59,1,Böhmler Einrichtungshaus GmbH,DE 129304451,Nürnberg,90431,DE254,DEU,,,winner,,,,small,DEU,
c6bf020d-02cb-4f43-9acc-010d7bb39a51,1,Sigro Parchim GmbH,DE137708772,Parchim,19370,DE80O,DEU,,,winner,,,,medium,DEU,
b31124d4-e216-4ede-bb47-febc7d5a8c69,1,Schreinerei-Alubau Baierl GmbH,DE247989577,Langenmosen,86571,DE21I,DEU,,,winner,,,,medium,DEU,
42b690ab-d210-43e7-b149-606ea3f0601a,1,M.u.W. Schlecker,DE 2 45 18 43 50,Ulm,89077,DE144,DEU,,,winner,,,,small,DEU,
0c438911-3f75-4453-a095-22970ed83e54,1,Hays AG,DE336158855,Mannheim,68161 Mannheim,DE126,DEU,www.hays.de,,winner,,,,large,,TRUE
68d0882f-ec34-49e3-81d1-b55ee7a6c2e3,1,Diezinger GmbH,DE 131938666,Leutershausen,91578,DE256,DEU,,,winner,,,,medium,DEU,
ebd83a01-7ac3-4dae-b8c3-a3e552ebba6f,1,Thermo-Isolierbau GmbH,DE127500224,Gersthofen,86368,DE276,DEU,www.thermo-isolierbau.de,FALSE,winner,,,,small,DEU,FALSE
f19d191c-4a86-4b10-aa63-dc3e842127b7,1,dynasys Datentechnik GmbH,DE812245774,Augsburg,86167,DE271,DEU,,,winner,,,,medium,DEU,
871efe0c-92d0-4e7c-893f-b209a5041df4,1,Stuhlfabrik Benneckenstein,DE139575155,Benneckenstein,38877,DEE09,DEU,,,winner,,,,small,DEU,
7ede823a-4e03-4830-913e-2280295c39ce,1,mrg computer,DE231287805,Werder,14542,DE40E,DEU,,,winner,,,,medium,DEU,
1e497a09-fdf5-4b89-b55f-acc6094d5e75,1,Arikon Sanierungsbau GmbH,DE196572189,Berlin,12099,DE300,DEU,,,winner,,,,medium,DEU,
1e497a09-fdf5-4b89-b55f-acc6094d5e75,1,MüBa Bau GmbH,DE346703337,Berlin,13351,DE300,DEU,,,winner,,,,medium,DEU,
1e497a09-fdf5-4b89-b55f-acc6094d5e75,1,sanierungsprofi GmbH,DE 225465007,Berlin,12489,DE300,DEU,,,winner,,,,medium,DEU,
1e497a09-fdf5-4b89-b55f-acc6094d5e75,1,Fehrbelliner Fensterwerk GmbH,DE219154025,Fehrbellin,16833,DE40D,DEU,,,winner,,,,medium,DEU,
1a79af2d-fd31-48d8-b7cd-e89195ce9015,1,Schreinerei Köppl GmbH & Co.KG,DE357924231,Eschlkam,93458,DE235,DEU,,,winner,,,,small,DEU,
1fc6d79e-cbea-49f7-9d33-d24da2695041,1,Neumann und Partner Informationssysteme GmbH,DE 141 380 688,Meerane,8393,DED45,DEU,,,winner,,,,medium,DEU,
4c3df15d-958d-4c74-910d-f0bc26b230dc,1,EngFle Baugesellschaft mbH,DE275109751,Kritzow,23970,DE80M,DEU,,,winner,,,,small,DEU,
16a07c6b-5504-43f9-b586-b2fa76021942,1,scitech it solutions GmbH,DE218436692,Hennigsdorf,16761,DE40A,DEU,,,winner,,,,small,DEU,
572984a3-72be-4b2b-ace2-f51dacd47d2c,1,TA Triumph-Adler Deutschland GmbH,DE 251881968,Nürnberg,90449,DE254,DEU,,,winner,,,,large,DEU,
97d972c7-fcba-405e-82b3-61a0061126a1,1,IWS Berlon mbH,DE214054164,Berlin,13597,DE300,DEU,,,winner,,,,medium,,
3dc90f48-e710-4543-a534-4f2c72072aa4,1,Hampe Recycling GmbH,DE162006995,Göttingen,37079,DE91C,DEU,,,winner,,,,small,DEU,
3dc90f48-e710-4543-a534-4f2c72072aa4,1,Veolia Umweltservice Nord GmbH,DE814781269,Hamburg,22113,DE600,DEU,,,winner,,,,large,DEU,
410339ac-3f8c-4a2c-a99b-cea98c71ac27,1,Efficom GmbH,DE217052001,Reutlingen,72766,DE141,DEU,,,winner,,,,medium,DEU,
ebfde74e-f3c0-449d-b7e6-d291f4e125ab,1,Wema Dienstleistungs GmbH,DE183137316,Gersthofen,86368,DE276,DEU,,,winner,,,,medium,DEU,
65bd70ff-36ed-458e-9fc6-489247f82d38,1,Schindler Anlagenbau GmbH,DE 275634244,Abtshagen,18510,DE80L,DEU,,,winner,,,,medium,DEU,
683cf1f5-e43e-46ca-b728-f4515c3e819a,1,Schuster Bestuhlungen GmbH,DE 204733390,Kaiserslautern,67659,DEB32,DEU,,,winner,,,,medium,DEU,
cb8c8a1b-750d-42af-bbe3-8bf6d69cb5bc,1,gepe Gebäudedienste Peterhoff GmbH,DE196852479,Düren,52353,DEA26,DEU,,,winner,,,,large,,
829c422d-3631-4f59-acdd-8ee0b2e19eb4,1,Unitech Kommunalmaschinen GmbH & Co. KG,DE137559205,Grimmen,18507,DE80L,DEU,,,winner,,,,medium,,
61c203e8-519a-40e5-a6e7-688db11a9e25,1,Urban Werbemittel KG,DE176988461,Hamburg,22085,DE600,DEU,,,winner,,,,micro,,FALSE
2e798e09-edf2-41b8-926a-93049afe971e,1,Singhammer IT Consulting AG,Ust.-IdNr. DE 812337195,Neuried,82061,DE21H,DEU,www.singhammer.com,,winner,,,,small,,TRUE
24425f33-8feb-4dd2-88be-e9ad334651d1,1,TK Aufzüge GmbH,DE 266995234,Nürnberg,90449,DE254,DEU,,,winner,,,,medium,DEU,
59d4a0af-f799-49f1-9ce5-8a6dcf3f3732,1,Tremmel Aufzüge GmbH & Co.KG,DE279786103,Patersdorf,94265,DE229,DEU,,,winner,,,,small,DEU,FALSE
53ead914-fda9-4f07-a11d-e9d068b54b0d,1,SoftwareOne Deutschland GmbH,DE141626867,Leipzig,4329,DED51,DEU,,FALSE,winner,,,,large,,FALSE
